,SRR1275356,SRR1275251,SRR1275287,SRR1275364,SRR1275269,SRR1275263,SRR1275338,SRR1274117,SRR1274089,SRR1274125,SRR1275299,SRR1275277,SRR1275370,SRR1275293,SRR1275348,SRR1275245,SRR1275342,SRR1274131,SRR1275346,SRR1275241,SRR1275279,SRR1275297,SRR1275273,SRR1274121,SRR1275336,SRR1274119,SRR1274087,SRR1274113,SRR1275267,SRR1275289,SRR1275283,SRR1275360,SRR1275255,SRR1275358,SRR1275352,SRR1275265,SRR1275368,SRR1275281,SRR1275362,SRR1275257,SRR1275350,SRR1274129,SRR1274123,SRR1275334,SRR1274085,SRR1274111,SRR1275249,SRR1275344,SRR1275243,SRR1275301,SRR1275295,SRR1275271,SRR1274133,SRR1275275,SRR1275291,SRR1275247,SRR1275340,SRR1274115,SRR1274127,SRR1275354,SRR1275259,SRR1275253,SRR1275285,SRR1275366,SRR1275261
SRPRB,64,1523,906,1,374,924,1,0,465,2,7,8,1,0,0,37,60,156,21,0,0,14,9,151,1862,0,749,0,0,336,609,36,0,1053,7,2540,338,1282,0,20,240,5172,0,51,0,0,1,0,1778,306,0,2,173,14,7,1648,1,2234,2,143,50,395,122,1,1451
SRR,0,1,227,1,0,14,126,1,18,0,0,594,1,0,150,37,672,1,0,0,0,0,9,0,0,0,1,0,138,46,0,101,124,353,139,0,1,494,2690,0,14,10,2,1726,1,2,1,0,76,151,217,2,0,12,3,0,1,85,52,0,0,1,3,1,0
SRRM1,64,435,695,1868,863,227,835,111,601,539,683,59,3948,255,218,111,137,1029,170,1834,25,452,161,571,409,1519,852,239,821,932,27,866,2291,176,81,19,744,928,1150,148,239,127,2317,72,274,215,566,627,60,691,14,5,538,28,1410,2511,500,90,119,137,275,359,60,715,348
SRRM2,917,1,238,735,106,1536,1132,22,404,57,13,46,2850,103,248,213,813,20,148,27,1,79,33,76,875,53,97,109,2111,148,19,36,1929,2961,278,0,1,130,334,62,138,57,1103,0,22,506,744,638,1585,1876,323,12,279,90,62,23,175,689,582,3564,78,1,150,612,258
SRRM4,405,1,0,2866,0,14,1,0,0,0,578,25,329,139,0,0,0,0,0,0,14,56,0,0,0,0,0,0,829,114,0,36,228,0,0,0,1,279,0,43,0,0,0,0,0,0,1,0,0,0,103,0,0,3,1,0,1,0,0,774,0,198,2104,1887,105
SRRT,64,1,0,1,21,0,1,66,1,0,306,2,82,0,6,90,0,0,0,3076,60,0,4,0,0,147,106,5,0,188,21,0,56,0,35,0,1,106,61,20,546,2,1,51,1,0,1,322,19,275,0,13,21,0,2,0,1,1,0,1390,0,1,0,1,50
SRSF1,0,1,414,1,0,577,1,1203,280,624,0,0,1,0,6,0,0,560,0,647,727,51,20,22,0,15,254,31,31,0,0,0,0,195,0,0,1,185,689,0,0,30,111,0,198,1986,1,172,92,0,199,2,678,134,2,0,1,297,113,0,0,1,9,211,0
SRSF10,3863,1,4,1361,819,4410,1749,786,1219,3863,13,35,1,637,172,2401,4979,504,227,994,2670,54,145,3026,62,118,1042,2804,1398,48,2051,0,91,3408,873,51,1220,3474,4722,818,14,2328,719,0,1410,100,191,3301,3681,6934,349,501,306,2536,2920,457,4544,3539,42,1430,1401,390,314,1,4903
SRSF11,999,177,791,993,35,26,201,1706,1006,1651,2246,1404,1335,1299,4979,386,34,268,5428,1496,275,518,262,3312,3863,598,2652,472,938,757,3220,352,538,628,926,456,1993,579,1887,2804,79,115,414,1838,1669,94,2681,46,3637,420,2557,2243,806,374,636,411,4199,1029,293,366,298,6316,213,1,2218
SRSF2,0,220,4397,1,933,141,1,1158,281,128,0,15,82,1874,177,360,0,202,2627,765,434,14,0,577,2210,145,162,263,0,0,466,0,571,1753,650,19,1,133,4428,80,3312,31,109,0,44,7,68,0,0,0,7,9,367,1653,15,15,1257,8,1782,334,163,1,0,1166,86
SRSF3,8956,852,20729,2569,2930,2698,356,5138,2797,5172,3384,2987,4979,144,1289,13227,307,2639,13821,3914,3099,1977,2877,1523,9386,4955,10146,5650,2230,1812,5353,4410,1735,12676,5072,8442,3674,7436,4498,983,3783,3203,3427,4544,4891,3421,441,11681,3971,396,182,5353,6213,8079,9929,7873,2952,2666,9929,534,171,1145,230,11681,166
SRSF4,0,220,14,1,945,34,1,180,1697,492,268,7,1,96,0,194,785,1,1315,212,0,24,13,95,0,1,73,238,0,32,0,0,0,0,24,0,1,19,21,20,776,2,0,0,0,0,157,0,1751,14,211,0,112,643,0,15,1,162,41,449,363,1,6,65,0
SRSF5,2132,1,14,227,53,756,1,515,164,94,57,9,1,177,6,158,619,575,0,0,1551,14,17,346,404,45,180,309,60,1349,49,84,0,4452,9,0,1,361,134,0,1349,779,180,602,554,190,1,401,12,0,376,67,231,753,26,36,1,196,271,915,50,1,26,1699,297
SRSF6,26400,1160,8312,3326,11374,16512,1071,9929,7551,7003,11681,13227,30589,2674,11374,5650,2627,12676,20729,1563,7987,6020,2859,9730,17611,9230,26400,5715,9230,11070,10360,5715,252,4828,12019,13227,1,3907,3651,200,20729,26400,5507,5930,9730,14335,9550,47874,10146,8312,5353,9730,5013,10572,14335,10572,23163,11374,2203,16512,1800,26400,5867,12676,6382
SRSF7,64,302,4,158,2317,3035,1,3076,3752,3593,534,42,6241,1118,6628,135,34,3607,378,883,337,14,625,295,4428,1753,1261,2830,9929,0,6764,3259,3006,181,743,0,154,322,693,3433,1051,3516,1757,0,239,1651,120,2497,656,4343,1359,2414,2721,1743,3294,104,699,4121,2210,189,0,1,329,176,1977
SRSF8,0,1,0,1,0,72,535,0,212,168,58,274,1,0,0,0,0,1,0,0,0,0,155,86,0,0,356,10,0,19,0,0,0,41,0,0,1,0,0,0,0,0,2,0,0,8,1,0,0,283,0,0,6,0,0,0,1,0,0,0,0,1,0,1,0
SRSF9,0,1,0,1,2,397,1,28,0,51,0,0,227,0,21,0,0,0,0,0,0,0,0,81,515,37,48,188,312,0,5,0,0,436,0,0,1,2,0,43,0,7,8,0,8,0,1,14,27,0,0,0,1,0,0,59,1,8,6,0,0,1,0,1,22
SS18,458,302,441,971,0,72,1,1,0,26,13,102,1,18,415,0,0,3146,9550,0,1,71,355,54,0,76,7,280,0,26,98,0,131,81,0,0,1,1,0,0,81,5,3,0,258,147,1,0,2800,32,7,12,0,126,279,0,1,1,421,0,0,1,11,1,22
SS18L1,129,1,50,1,0,0,1,0,30,0,61,5,714,0,0,6628,0,0,21,0,0,0,0,0,62,0,0,0,2911,0,30,0,70,99,0,0,1,631,0,95,0,0,78,0,0,3,289,0,0,96,0,0,4,0,515,15,1,0,411,0,0,1,22,1,0
SS18L2,64,1,4,466,32,0,1887,37,17,60,84,107,2565,0,145,0,0,10,48,170,47,0,104,0,62,1,21,0,15,624,43,2389,0,0,427,40,89,81,0,0,0,50,188,236,145,8,1,0,0,57,57,0,13,0,28,80,1,2,311,0,1193,1,0,1,0
SSB,675,1,448,386,117,648,1160,1409,319,798,518,20,1902,291,686,966,2666,1826,2051,157,0,210,234,221,1027,209,2658,785,68,8,19,0,896,3459,27,116,304,81,243,62,894,66,638,0,1977,820,769,437,349,0,383,2,1560,557,0,48,494,358,645,46,0,1,24,1,50
SSBP1,0,1,4,1,70,418,1423,63,71,42,189,48,309,216,65,0,0,183,39,154,121,24,166,311,0,31,233,21,290,145,8,0,744,0,272,105,1,5,8,0,70,52,31,748,62,90,1,189,19,144,359,219,32,23,14,35,433,11,139,46,139,1,3,698,421
SSBP2,401,1,238,11374,0,0,1,0,529,277,2655,27,9386,26,125,0,0,1,134,27,1532,3001,4,2,0,7,3469,33,259,315,466,0,168,329,2143,78,1,374,236,20,243,2,5038,8606,108,2823,1,115,2489,47,0,0,354,6,2241,2,377,1,0,0,3459,2021,797,1,0
SSFA2,0,1,7,1415,0,0,1,1132,467,96,0,0,269,0,16,0,34,3,0,0,0,0,0,109,0,140,0,0,0,0,87,0,0,10,0,0,1,0,0,363,0,280,0,0,0,7,1,0,0,0,0,0,124,0,6700,504,1,412,3,0,0,1,0,1,0
SSH2,424,177,0,306,0,14,1,2,1,63,0,18,281,31,0,601,0,0,0,0,120,0,0,315,466,0,0,0,0,0,0,127,33,0,0,65,1,1912,0,0,0,0,383,141,0,0,103,795,0,0,38,0,0,13,0,245,1,0,50,0,304,1,0,8956,0
SSNA1,897,101,0,1,160,0,1,120,166,0,0,26,1,0,36,0,0,39,0,569,35,0,0,170,0,386,6,27,0,0,0,0,0,0,0,0,1,22,240,0,38,0,132,0,0,0,68,0,46,0,0,0,0,19,0,0,1,0,24,0,0,1,0,1,0
SSR1,64,409,6066,518,1716,39,1,1509,2177,188,5614,8442,82,26,3076,2031,0,3619,39,665,1437,40,43,66,0,27,11,13,41,516,1669,68,1226,41,0,767,589,6458,91,135,135,48,10,483,188,22,3133,772,0,88,3564,4219,2193,2115,5246,1043,743,2062,1993,1019,0,120,6,518,6316
SSR2,1802,1,1275,2073,46,52,1,238,53,445,376,625,288,1812,0,118,248,44,139,0,430,355,2497,2051,62,1430,85,445,3551,0,208,2850,2540,10,0,620,170,229,0,80,1826,80,306,0,1989,606,1,25,0,658,1998,627,11,675,41,72,685,2,184,93,2111,198,2850,1870,802
SSR3,0,1,140,1,72,1064,2610,511,118,4,303,0,1,0,40,132,0,6168,62,283,687,0,367,3,537,44,69,99,65,8,36,68,0,47,12,51,691,450,0,300,0,11,264,72,8,1466,1456,147,72,296,18,10,235,3,367,58,215,7,238,271,350,1,1290,154,0
SSR4,0,1,119,583,209,109,1,52,1,7,0,492,1252,635,0,578,34,5,0,854,143,266,33,967,0,98,35,341,0,585,168,0,1316,0,0,0,1,196,0,852,75,546,0,0,17,421,68,935,12,0,257,132,153,352,1,364,84,7,198,0,161,120,50,1,1083
SSRP1,0,1,4,1,227,123,126,135,1260,1830,1097,288,1,0,129,0,292,0,181,177,0,0,0,14,0,165,928,526,1440,8,1050,36,0,331,734,1234,1,541,19,80,217,17,24,0,574,287,1,2943,1018,61,178,1109,1040,10,0,694,1,35,2,0,0,1,9,667,0
SSSCA1,0,1,0,1,0,94,1,0,0,0,94,79,1,0,0,0,0,107,0,0,10,0,111,159,0,0,0,0,0,0,0,36,0,0,0,0,354,3,724,0,0,0,200,0,7,0,1,0,0,0,0,42,58,0,32,0,1,0,0,0,0,1,9,1,0
SSTR2,0,1,0,1,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,520,200,219,0,0,0,1,0,0,833,0,0,0,0,16,0,1,0,139,0,0,0,0,0,0,182,175,0,0,0,0,1,0,2690,0
SSU72,0,1,248,1,136,0,1,106,0,96,168,199,1,202,0,414,90,74,0,0,14,0,4,0,0,0,6,0,0,0,135,0,0,0,1065,0,193,1358,0,0,0,2,1,207,0,4,1,7,0,0,813,934,11,0,1,0,1,83,1,0,0,1,50,1,0
SSX2IP,129,1,0,1,0,14,1,0,0,1,0,0,1,40,0,0,0,2111,21,0,560,165,0,0,0,0,0,941,439,0,0,124,33,67,0,4772,450,138,0,0,0,0,1,0,74,136,1,0,2681,0,0,387,0,1421,3006,0,1,30,1065,0,0,1,236,1,0
ST13,4522,1007,708,1,190,602,352,1003,251,884,117,1000,1,2497,33,37,2565,347,1113,278,885,0,39,887,456,503,23,24,871,1473,1637,2463,0,44,490,19,183,145,601,850,485,2572,125,645,100,557,103,174,2216,4452,1191,472,500,1463,1604,374,1,78,350,0,227,1,1023,2299,1095
ST3GAL1,817,1,0,1,0,0,1,0,0,1,0,10,1,0,0,0,0,0,0,0,186,123,0,0,0,0,0,0,31,0,46,0,0,0,0,1439,1,29,0,0,0,0,65,210,0,2,414,0,0,0,62,2,0,98,0,286,1,0,580,571,0,1,6,65,0
ST3GAL6,0,1,0,1,0,0,1,0,0,44,0,0,1,731,0,0,55,0,0,0,0,390,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,686,8,2,1,0,0,53,0,0,0,17,0,194,84,0,445,115,0,1,0,1,0
ST6GAL2,0,1480,12,1,0,39,1,1,0,0,2302,7551,1,1251,14,37,0,0,39,0,5930,24,0,0,62,0,0,0,5978,0,63,3722,6316,0,70,5396,131,4,19,4878,14,0,0,0,0,0,1,167,12,5013,18,5766,0,859,2497,1192,385,0,0,445,759,338,1078,5428,74
ST6GALNAC3,0,1,0,1,0,0,1,0,181,0,0,0,1,0,181,0,0,0,65,0,0,14,0,207,0,0,62,0,0,4428,0,0,0,0,0,0,131,4,0,0,0,0,0,0,0,168,1,195,0,0,0,0,93,827,0,0,1,0,108,0,0,1,0,1,0
ST7,193,1,0,1,0,0,408,0,0,0,98,4,1083,18,0,0,6852,0,0,44,30,577,0,0,62,0,0,0,2274,8,14,0,0,0,0,0,1,378,0,43,0,0,0,0,0,0,179,0,0,14,112,0,0,0,49,34,1,0,0,0,427,1,140,1,0
ST7-AS2,1512,1,0,1,0,0,1,0,0,0,0,2,1,156,70,0,0,0,403,0,73,476,0,3,0,3,1,2,0,242,0,0,460,0,0,0,1,0,0,0,0,0,0,920,0,0,256,0,48,14,387,2,0,0,0,0,1,1,0,0,0,1,3,1,0
ST7L,0,1,47,1,49,0,1,0,153,82,13,11,1,0,0,0,0,0,0,0,55,415,0,0,0,18,0,0,0,0,0,0,0,0,204,0,1,0,6458,20,186,425,0,0,0,24,1,0,0,0,14,894,2,0,25,0,1,0,0,46,0,1,0,1,0
ST8SIA1,129,177,0,1,7,43,2721,2,1,0,62,4,1,0,1645,2127,147,14,708,4300,1150,0,17,795,62,4,4,10,2246,19,0,3390,33,5818,27,0,89,0,0,11070,2207,0,2,832,0,3,103,5978,12,1013,154,0,0,0,0,5090,1,4,0,5682,10572,120,154,1042,0
ST8SIA2,64,2234,0,1,2,257,1,0,1,1,268,61,82,480,65,440,0,0,0,0,349,0,0,2,0,3,0,156,381,1920,17,0,253,0,0,3402,1,1,0,43,0,0,0,123,0,0,1,111,0,32,7,422,0,17,0,0,328,5,0,0,0,1,3,65,0
ST8SIA4,0,1,0,227,0,0,1,299,287,475,0,5,10360,0,6,0,0,0,48,0,5614,0,0,105,127,0,1,2,47,0,0,0,0,0,0,0,1,33,8,0,0,2,96,1156,0,0,1,0,12,25,129,2,0,0,555,7342,1,2073,0,46,7777,1,0,1,0
STAG1,0,1,0,1,357,0,166,0,0,12,0,1266,1,0,22,0,389,0,0,61,0,34,0,104,828,1,0,6,0,402,0,0,0,164,0,0,201,0,34,0,82,0,0,169,13,171,68,0,928,66,0,0,27,35,162,16,1,0,0,173,103,1,675,1,0
STAG2,220,1,1097,227,230,112,2094,203,8,2489,0,5,1,247,4804,127,400,114,117,9730,3,926,2216,75,0,20,267,165,0,878,54,0,387,2077,677,61,1,2,50,0,212,20,3,1755,23,25,410,14,859,14,1635,0,20,1356,82,2130,124,296,51,184,0,1,3,656,1356
STAG3,0,1,0,1,0,131,1,55,0,0,7,0,1,353,0,458,0,0,0,0,31,0,0,0,0,0,0,0,31,447,31,0,497,0,0,0,1807,10,8,0,0,0,0,51,0,0,1,0,0,134,53,204,0,0,7,2,1,0,0,425,995,1,0,1,0
STAG3L2,0,1,0,1,0,83,1,181,0,0,13,0,1,68,0,0,0,81,0,0,73,0,0,0,0,4,15,29,0,622,6,0,0,124,0,19,1,9,43,0,0,9,12,0,0,0,1,0,0,160,0,2,4,24,0,0,1,2,0,0,0,1,3,1,22
STAG3L4,0,1,0,1,2,190,1,203,0,30,0,0,1,0,0,0,0,3,1753,0,43,14,17,176,0,0,23,599,15,0,97,0,673,0,12,32,300,0,0,0,117,0,2,0,794,0,1,0,766,0,71,270,46,1,1,2,1217,0,935,0,557,1,0,1,0
STAM,64,1,4,1,0,0,1,289,606,0,0,220,361,18,1289,6168,0,13,0,32,524,433,4,1,62,11,260,0,15,26,2,187,1558,81,0,2048,1,114,0,233,1892,9,0,0,64,2721,1,1491,432,0,7,2127,1,0,41,220,1,0,3,0,1024,120,172,106,0
STAM2,0,101,0,5396,91,0,1,0,44,0,172,96,1,31,616,0,2366,0,21,0,176,0,0,0,1826,21,0,9,15,0,160,0,318,1745,1065,0,362,406,1001,0,14,98,0,0,91,0,1,447,0,0,0,436,0,1,1007,174,84,249,0,0,0,1,53,65,0
STAMBP,0,1,92,1,11,0,1,1,2,12,56,10,1,461,0,0,0,0,0,62,19,0,0,1,0,1,0,156,0,0,3,84,0,10,0,0,2274,1,0,0,0,10,14,0,0,0,1,33,0,57,1945,679,1256,3,23,52,1582,19,1,0,78,1,84,1,816
STARD3NL,0,1,0,1,1582,0,1,2789,2,10,0,2627,1,0,558,37,0,809,0,0,0,2373,2139,20,127,60,52,24,15,1437,4,0,56,0,0,19,1,714,145,3254,0,2997,1451,0,1224,41,1,14,0,39,38,0,598,951,787,1150,1,2111,28,0,0,2841,3,1,4452
STARD4,0,1,0,1,0,0,1,6,2930,60,0,0,82,0,292,37,0,0,0,0,14,297,0,0,127,0,2,297,3709,0,0,0,4642,41,0,0,1,0,0,118,488,0,0,0,2149,0,1,0,0,0,0,0,0,1167,0,32,1,6,191,0,0,198,0,1,186
STARD4-AS1,64,1,903,843,0,0,1,0,7,764,0,224,1,0,0,0,34,0,0,0,230,1562,0,91,0,0,158,608,0,2216,4,0,0,47,0,0,89,212,0,0,0,173,3,1261,20,2,1,0,12,0,1118,81,20,2536,0,0,1,1,0,0,0,1,0,1,0
STARD7,129,1,31,1,373,646,1062,94,1,3,0,852,1,0,257,1474,1101,1346,1692,2311,9,89,689,77,127,2459,1453,0,0,36,1158,0,1536,49,521,150,1,756,8,0,154,4104,56,0,93,667,1,3448,131,286,157,2380,62,1,1,165,1,286,51,46,0,120,582,1,3340
STARD9,0,1,68,1152,0,0,1,0,0,0,0,591,1,18,0,0,0,0,0,0,1,0,17,0,0,0,6,0,0,0,352,0,0,591,162,0,1,0,0,0,0,0,0,0,135,3,1,7,25,0,0,0,0,13,0,109,1,0,931,0,0,1,6,1,0
STAT1,0,1,4,1,0,0,1,1,1,0,0,987,1,0,327,0,114,0,0,0,3,0,4,3,127,1,0,1,31,1421,0,0,0,0,9,0,89,0,8,405,0,0,22,0,518,4,1,14,0,0,7,2,68,306,136,44,1,285,5,0,0,1,0,1,0
STAT2,759,177,199,580,5,213,1,0,5,16,233,0,1762,1726,0,1483,169,1,339,27,8,262,0,0,1563,0,0,0,472,313,373,0,905,1261,0,265,1,1,248,20,0,144,646,0,34,4,628,314,0,0,205,498,16,83,322,607,1,108,166,393,0,1,522,2414,0
STAT3,64,1,7,1,13,3018,1,113,0,0,0,0,1,0,6,0,0,117,0,0,4,28,17,10,0,52,1,1,1489,1874,114,529,33,10,131,0,1,0,15,20,0,34,2,0,85,0,1,0,697,14,0,205,38,0,357,45,1,64,1,0,0,1,81,1,427
STAT5B,237,1,0,695,0,0,1,11,1,1,0,0,1,0,0,0,444,1329,0,32,0,0,0,45,0,12,9,9,0,0,0,0,0,1243,0,0,1,0,0,43,0,7,630,0,0,6,4642,1512,0,0,0,0,0,0,0,22,1,0,0,0,0,1,3,1,38
STAU1,0,1,177,353,0,53,394,90,80,500,40,556,1,3863,10,3026,0,73,39,156,328,51,87,450,0,60,41,108,131,76,16,549,198,57,79,1905,1,150,51,1955,1735,119,8,0,1,1778,1,1826,0,36,7,0,7,317,342,32,215,52,115,303,0,1,1442,575,22
STAU2,0,1,168,1,0,0,1,0,1610,816,659,741,1,186,0,0,34,1,0,0,28,971,30,185,0,6,7,51,677,8,940,150,0,993,0,19,1,32,2299,0,0,16,6,91,0,2,726,23,31,127,1651,2,1,0,232,15,1,10,1131,0,0,1,79,112,0
STC1,0,1,0,1,0,0,1,0,99,4,0,0,1,428,0,0,0,0,0,0,0,54,27,0,0,116,1,0,733,0,0,0,0,0,10,0,1,212,0,20,0,120,191,0,47,2,1,0,54,404,0,0,44,1,0,0,1,0,15,0,0,1,0,1,0
STEAP2,0,1,19,1,2,48,1,62,0,28,24,13,262,61,26,37,34,2,841,17,8,0,35,67,0,7,0,1,62,32,0,0,82,26,9,0,183,0,50,20,38,2,0,127,0,3,103,39,12,25,7,2,0,6,1,17,1,4,0,46,175,1,12,1,22
STIL,0,1,0,2358,0,0,1,80,8,3971,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,857,0,3480,0,0,10,246,0,71,127,1,630,0,0,0,2,0,106,818,0,1,0,1,0,0,1,0,1,0
STIM2,0,808,0,1,15,0,1,0,0,0,0,0,1,0,0,0,0,362,0,17,13,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,1,11,0,0,0,196,0,1471,0,76,1,0,12,0,834,0,0,3,111,53,1,2,0,0,1123,1,95,300,0
STIP1,0,1,0,306,85,1738,541,0,28,262,222,407,1,0,240,0,0,1,0,35,0,185,896,2,172,2040,32,1,15,0,7,0,0,264,584,2295,256,743,325,0,111,0,0,303,48,0,68,414,763,187,28,16,0,159,449,0,1,0,51,93,0,1,15,327,0
STK17A,0,1,0,1,37,14,153,0,1,1,0,0,1,809,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,838,379,0,0,32,1,0,3340,0,0,5,7,0,0,0,1,0,0,0,7,2,0,0,981,45,1,0,4,0,0,1,0,204,0
STK17B,0,1,0,1,0,34,1,82,0,539,0,0,1,0,0,0,0,0,1199,0,0,14,4,677,0,80,0,161,547,0,0,651,0,0,64,0,4043,0,593,0,0,34,1040,0,6,943,1,0,0,0,0,5,94,30,966,2,1,0,113,0,0,1,3,1,105
STK24,0,1,0,1,0,0,1,0,8,2,0,0,1,51,147,0,0,208,0,0,0,0,0,32,0,79,0,0,0,0,0,0,98,0,0,0,1,128,28,126,0,72,25,83,0,4,1,0,0,0,0,0,0,0,0,14,1,27,5,0,0,1,6,1,0
STK25,0,1,0,1,625,230,1,0,0,47,0,0,1,192,0,0,0,0,21,74,0,0,0,2,0,1,0,19,971,495,21,403,0,61,0,0,1,2,402,153,1162,0,0,0,8,2,1,0,0,0,7,76,9,0,0,6,1,3,7,0,0,1,60,65,0
STK26,0,1,0,1,0,0,1,682,0,163,0,0,1,0,0,0,0,617,158,0,0,0,9,1,0,1,0,224,0,0,0,0,0,0,3265,0,1,0,0,0,14,0,1,0,291,50,1,0,0,0,0,0,0,0,0,0,84,83,0,0,0,1,0,1,235
STK35,0,1,0,1592,0,0,1,0,6,21,0,59,1,0,54,768,0,102,0,0,0,14,0,1,0,0,9,0,0,0,6,0,0,0,0,0,1,0,0,0,0,278,10,0,0,122,120,7,0,0,0,32,0,0,0,728,1,0,0,0,0,1,0,106,22
STK38,0,1,629,1,8,0,1,0,8,0,0,11,1,0,0,0,0,56,5867,0,1,86,27,0,0,9,1,102,0,158,0,0,0,0,0,65,1,1,0,1371,0,0,0,0,0,0,1,0,0,0,189,2,168,27,0,2,1,0,0,0,0,1,124,1,275
STK38L,0,1,61,1,0,0,1,65,0,1,0,0,1,0,0,0,0,0,0,44,0,0,0,2,0,0,26,0,15,0,261,162,0,78,0,0,1,0,1104,0,0,0,2,0,0,0,1,1840,0,36,0,2,0,0,1,0,1,2,12,0,0,1,311,1,0
STK39,129,1,0,1,20,0,1516,1,0,0,0,0,1,0,0,0,177,1,296,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1057,0,123,0,0,0,0,224,0,0,1,0,739,0,0,0,0,3,1,0,1,0,1,0,238,1,0,65,0
STK4,64,1,23,502,0,0,1,2,117,598,994,5,1,0,0,391,0,0,0,17,4,93,422,0,0,351,0,1,0,19,68,0,939,0,0,3783,1,1,0,374,14,154,0,952,0,101,1,292,2201,0,0,293,0,83,26,0,1,418,78,46,0,3133,419,1,70
STK40,0,1,47,1,0,0,1,2,3,0,1132,0,1,142,0,73,0,0,0,4642,255,0,0,0,0,0,22,0,443,0,18,0,0,0,0,0,1,317,232,0,0,0,0,0,79,44,1,0,19,0,0,2,0,0,0,185,84,6,2,0,0,1,21,1,22
STMN1,10360,13227,4671,10146,10360,2884,3619,14848,5577,13227,20729,12019,8312,12676,3326,11374,304,11070,2585,8079,11070,9386,17611,10572,11070,11681,11374,12356,12356,16512,23163,11070,5428,2267,1998,9929,620,26400,6316,14335,1757,8773,14848,16512,17611,16512,9730,14848,12356,13821,18687,13821,16512,23163,16512,8956,8773,7150,7551,6316,14848,2666,20729,11070,554
STMN2,5507,20729,15,3851,12,43,126,68,0,1,18687,15613,1451,15613,6,14335,0,28,48,48,16512,11374,10146,0,1266,804,0,0,2652,11681,11681,7150,7551,20,12,10360,201,20729,24,3948,34,2,0,7436,0,62,20729,7,2062,14848,17611,36843,0,6316,2581,2797,20729,0,4,4475,3326,576,10848,1469,93
STMN3,0,1,0,1,217,0,1,0,0,1,7,6,1,204,0,0,933,0,0,46,0,444,1110,0,0,0,0,0,0,8,69,0,33,0,0,0,1,1,0,148,0,11,0,0,0,2,1,0,0,0,382,0,11,41,16,0,1,0,8,0,189,1,0,1,0
STMN4,0,1,2254,1,6,0,1,0,0,5,100,7,1,139,65,132,205,0,103,0,40,435,475,0,413,0,0,0,0,26,19,472,98,68,22,129,1,313,0,43,98,0,0,174,0,0,295,0,0,111,152,5,0,77,0,10,1,1,0,201,621,1,17,277,38
STOML2,0,1067,4,1,1191,26,2681,190,22,7,0,2,1,0,0,0,650,204,0,251,1,14,0,902,0,0,0,1,0,0,85,0,1722,0,0,0,1,4,0,0,3326,852,108,285,254,0,1,0,0,0,7,5,1766,21,0,0,1,1229,4,93,0,120,3,1,22
STON2,0,1,9,1,0,0,1563,206,1,965,7,2,1,1732,910,37,1902,3046,4933,4199,3,0,1706,44,0,0,5038,5,15,19,480,68,0,2762,9230,19,1,1,2358,0,4475,1598,12,51,952,2,1,742,1258,0,14,2,2617,3882,0,1062,1,106,0,46,0,120,3,1,3799
STOX2,0,1,4,1,0,0,217,58,1,11,253,84,82,106,0,0,1974,0,0,0,251,0,9,69,0,0,2,20,128,947,7,0,0,29,0,0,154,301,0,0,0,0,0,0,41,4,1,450,0,898,52,5,16,4,0,0,343,221,7,0,0,715,232,1,0
STRA13,440,1,0,1,67,0,1,47,193,3,58,41,1,707,164,1495,0,28,0,182,0,56,77,7,0,1,2,503,0,0,2,0,0,0,61,0,1,12,97,553,0,26,0,0,7,3,1,40,1000,109,61,140,5,0,109,0,1,15,0,0,0,1,3,1,0
STRADA,0,1,0,1,0,178,1,14,0,1,812,141,1,0,0,0,0,0,0,0,28,59,4,0,62,29,0,0,0,2366,0,36,0,0,18,0,1,27,0,0,0,114,0,0,0,160,1,0,41,47,0,0,0,182,99,0,469,0,37,46,0,1,174,65,0
STRAP,170,975,1267,1,5038,72,371,1341,518,861,3276,23,1,4967,2762,564,418,89,871,70,858,1701,2920,132,1006,164,527,50,2010,1158,217,0,33,384,456,2260,1964,443,191,397,800,16,467,98,872,12,1,400,1332,579,4996,4853,2250,670,1395,42,1,1301,55,46,130,1337,681,126,492
STRBP,0,6852,894,158,4,0,1,1278,5,167,2557,1111,1,18,55,0,723,289,0,0,807,930,1142,2,364,5,218,259,1371,806,97,1332,98,0,0,1430,1322,351,2111,444,14,7,85,1084,2398,6,103,54,0,792,146,901,1591,45,684,0,283,57,96,927,103,1,1465,1,0
STRIP1,1368,1,944,13821,0,0,1,1,0,0,0,125,1,0,98,1072,0,0,0,17,34,0,13,3,0,3,0,3,0,151,1,2083,33,96,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1356,0,0,1,1,0,0,94,1,12,1,22
STRN,2083,2051,0,1,0,0,1,0,1614,0,0,0,1,0,0,108,185,55,0,0,591,0,975,3,0,3,248,1232,0,0,0,0,0,0,0,0,1,0,0,451,0,11,0,51,0,15,1,210,0,0,81,0,0,0,0,48,1,0,11,0,0,1,0,1,0
